"hill_transfer","Km","fold_change","baseline","range_BenZ","range_HipO","total_enzyme","ratio_hip_benz","cooperativity_resource","range_resource"
1.33596453703345,114.224229433384,20.5936979457679,129.556226384893,1.1,0.78728726439433,4.22043572248177,0.775649689775961,1.95551501950804,1.97259838856906
0,0,0,0.000120546793864101,0,6.87237376455977e-06,0.98959815743776,0.0189317268903858,0.232979483561254,0.544558125008127
0,0,0,1.20546793864101e-05,0,6.87237376455977e-07,0.098959815743776,0.00189317268903858,0.0232979483561254,0.0544558125008127
0,0,0,2.36271715973637e-05,0,1.34698525785372e-06,0.193961238857801,0.00371061847051562,0.0456639787780059,0.106733392501593
