"hill_transfer","Km","fold_change","baseline","slower_slope"
2.2,8.39867916556473,136.878175069092,0.0329482860138486,8.1901022233806
0,0.0461940579467904,9.41049006372494,0.00219214245606375,0.476028575496302
0,0.00461940579467904,0.941049006372494,0.000219214245606375,0.0476028575496302
0,0.00905403535757091,1.84445605249009,0.000429659921388496,0.0933016007972753
